"username","amount"
"Rtpc31","4e+05"
"Arkz","4e+05"
"the5urreal","4e+05"
"hockeymil","4e+05"
"soulja","4e+05"
"Ricer13","4e+05"
"Whigparty11","4e+05"
"Gifter of Bikes","5e+05"
"ephenssta","5e+05"
"sadie","6e+05"
"CaptainCrazy","6e+05"
"Vastbluepuppy424","6e+05"
"Dynamicmlb_42","6e+05"
"FourFour","6e+05"
"Astro","6e+05"
"Operation Ivy","6e+05"
"nstorm12","6e+05"
"Rookyi","6e+05"
"cbx","6e+05"
"Scrufdaddy","6e+05"
"ShadowFenix","6e+05"
"bobdigi9","6e+05"
"Vice","6e+05"
"AuggieO","6e+05"
"Zag","6e+05"
"zeagle1","6e+05"
"Australiankek","6e+05"
"TomServo","6e+05"
"oknom","6e+05"
"RainDelay","6e+05"
"jaypc8237","6e+05"
"xenosthelegend","6e+05"
"OVOXO","6e+05"
"Zerg","6e+05"
"Magenta","6e+05"
"unconfident69","6e+05"
"Rotti","6e+05"
"KalixIzalumi","6e+05"
"Huck24","6e+05"
"Schocar","6e+05"
"Carpy48","6e+05"
"Rancidbudgie","6e+05"
"CharethCutestory78","6e+05"
"Bearen","6e+05"
"Juho","6e+05"
"Jimbo1990","6e+05"
"SledgehammerPete","6e+05"
"Dziadek93","6e+05"
"Durodo","6e+05"
"a_canuck","6e+05"
"Tesla","6e+05"
"Shiamus","6e+05"
"puolivalmiste","6e+05"
"BXM","6e+05"
"GrilledTwinkiez","6e+05"
"Zinny","6e+05"
"dg242","6e+05"
"CybershadeEDM","6e+05"
"TipToasty","6e+05"
"TubaDeus","6e+05"
"Pelochyta","6e+05"
"plummdogmillionaire","6e+05"
"MrPresident","6e+05"
"Ashes","6e+05"
"ColonelSaunders","6e+05"
"ByrdeMan","6e+05"
"Hazwi","6e+05"
"Toivo","6e+05"
"Elad315","6e+05"
"majesiu","6e+05"
"sixhausen","6e+05"
"jason97","6e+05"
"Dash","6e+05"
"Bluedog25123","6e+05"
"Gaia Mormont","6e+05"
"leafsftw1967","6e+05"
"Renomitsu","6e+05"
"Mtstreaks04","6e+05"
"ZodiacEXE","6e+05"
"W16ke","6e+05"
"retuperkele","6e+05"
"Aephino","6e+05"
"Rojjter","6e+05"
"Ronniewalker","6e+05"
"NorwegianDemon","6e+05"
"spidey","6e+05"
"Dman2213","6e+05"
"Joriel","6e+05"
"Nike","6e+05"
"tredpalo","6e+05"
"Keven","6e+05"
"Ferwx","6e+05"
"Papajon","6e+05"
"Brenadyr","6e+05"
"Esso2264","6e+05"
"scudmuffin19","6e+05"
"roquefort","6e+05"
"Ivornen","6e+05"
"charlieconway","6e+05"
"Massive Coiler","6e+05"
"Deli","6e+05"
"roastpuff","6e+05"
"Vulfzilla","6e+05"
"FaraDian","6e+05"
"Moreorless89","6e+05"
"Michiganonymous","6e+05"
"Bfine","6e+05"
"Dame","6e+05"
"jcole","6e+05"
"notoriousTRON","6e+05"
"OrbitingDeath","6e+05"
"Vandy","6e+05"
"Dangles13","6e+05"
"Salming","6e+05"
"RoyRivers","6e+05"
"Froste39","6e+05"
"Dextaria","6e+05"
"Stamkos Is My Dad","6e+05"
"5ympathies","6e+05"
"micool132","6e+05"
"NJBadApple","6e+05"
"Muerto","6e+05"
"Casey","6e+05"
"laynr.h","6e+05"
"leviadan","6e+05"
"Vumion","6e+05"
"iamslm22","6e+05"
"steveoiscool","6e+05"
"Puppy","6e+05"
"CementHands","6e+05"
"Spyal","6e+05"
"cyberseraph","6e+05"
"HanTheMan_","6e+05"
"HoodRatRoyalty","6e+05"
"amjohnson636","6e+05"
"Just-Here-To-not-Get-Fined","6e+05"
"EricNCSU","6e+05"
"sobrien6187","6e+05"
"FingolfinandRingil","6e+05"
"Tmoney6996","6e+05"
"Southie","6e+05"
"Blues","6e+05"
"mkp224","6e+05"
"Urq660","6e+05"
"CapnCooper","6e+05"
"jacobcarson877","6e+05"
"Nol15736","6e+05"
"captainsb","6e+05"
"WildfireMicro","6e+05"
"Katth","6e+05"
"Marshi","6e+05"
"Summerstood","6e+05"
"LukeToussaint","6e+05"
"Vrain","6e+05"
"TheWoZy","6e+05"
"BANACKOCK","6e+05"
"scamps","6e+05"
"MuNk22","6e+05"
"xNJRangerFanx","6e+05"
"AdamEPlays","6e+05"
"overdoo","6e+05"
"Anthique","6e+05"
"efischermann","6e+05"
"bbjygm","6e+05"
"swoosh","6e+05"
"dude_man","6e+05"
"Chris-McZehrl","6e+05"
"Colton_MC","6e+05"
"schotte74","6e+05"
"Zengineer","6e+05"
"slothfacekilla","6e+05"
"Troy_McClure03","6e+05"
"mejh87","6e+05"
"Degradation","6e+05"
"Shaggy2845","6e+05"
"Tate","6e+05"
"Louchyz","6e+05"
"Norm McDangles","6e+05"
"anywheresoundsnice","6e+05"
"Lorenzion","6e+05"
"Beavie","6e+05"
"JamesT","6e+05"
"No Goal","6e+05"
"McAl95","6e+05"
"By-Tor","6e+05"
"JR95","6e+05"
"Soviet Sexpot","6e+05"
"ValorX77","6e+05"
"CaptainCamel","6e+05"
"Popol","6e+05"
"Toaster","6e+05"
"hhh81","6e+05"
"Jakesdy","6e+05"
"ghamss","6e+05"
"NessleKrunk","6e+05"
"Nictox","6e+05"
"Prayl07","6e+05"
"icewindoo","6e+05"
"prattk1987","6e+05"
"LtBlackGrizzly","6e+05"
