"username","amount"
"Mrkarma94","1e+05"
"Arctic","1e+05"
"sköldpaddor","1e+05"
"GrïmR3æpêr","1e+05"
"Seany148","1e+05"
"Hallsy","1e+05"
"Gage2","1e+05"
"JejuDaejiGogi","1e+05"
"Lumosityfan","1e+05"
"jesicamarley","1e+05"
"Fluberwusterdinge","2e+05"
"ihatereyson","2e+05"
"AW13","2e+05"
"redwings26135","2e+05"
"caltroit_red_flames","2e+05"
"JNH","2e+05"
"Z-Whiz","2e+05"
"Repgnar","2e+05"
"Samsung virtual assistant","2e+05"
"zeagle1","2e+05"
"Hungy Fella","2e+05"
"Baron","2e+05"
"CementHands","2e+05"
"Tsunny","2e+05"
"Dextaria","2e+05"
"RAmenAmen","2e+05"
"aj.buggs","2e+05"
"StadiumGambler","2e+05"
"Accka","2e+05"
"Conraddvd","2e+05"
"Bruins10","2e+05"
"Dangles13","2e+05"
"Leoben","2e+05"
"TBFAW","2e+05"
"CrazyMojito","2e+05"
"IceeBreaksTheSHL","2e+05"
"Canadian_Goose25","2e+05"
"Ohtaay","2e+05"
"neurostack","2e+05"
"bjkman","2e+05"
"Hordle","2e+05"
"ZodiacEXE","2e+05"
"Z0REM","2e+05"
"EricNCSU","2e+05"
"Frenchie","2e+05"
"Toivo","2e+05"
"TannerPitts","2e+05"
"Aurora","2e+05"
"Unjusttelevision","2e+05"
"Andy","2e+05"
"Lem","2e+05"
"Omij","2e+05"
"Tesla","3e+05"
"Neadex","3e+05"
"HabsFanFromOntario","3e+05"
"smelly","4e+05"
"Spartan","4e+05"
"Muford","4e+05"
"Jorec","4e+05"
"Shiamus","4e+05"
"yosh","4e+05"
"Bongo","4e+05"
"AuggieO","4e+05"
"Punk42AE","4e+05"
"dankoa","4e+05"
"Grum","4e+05"
"vbottas17","4e+05"
"Steelflex","4e+05"
"JohnFranklinKennedy","4e+05"
"Thelastheraclid","4e+05"
"roquefort","4e+05"
"jakkysosa","4e+05"
"wizard_literal","4e+05"
"ztevans","4e+05"
"st4rface","4e+05"
"Count Chocula","4e+05"
"SpartanGibbles","4e+05"
"Rockstarrancher","4e+05"
"CaptainCamel","4e+05"
"Eggcracker","4e+05"
"golden_apricot","4e+05"
"Lemorse7","4e+05"
"mikebobcat","4e+05"
"Harley x55","4e+05"
"Southie","4e+05"
"Katth","4e+05"
"Akoustique","4e+05"
"mystick","4e+05"
"trella","4e+05"
"Bfine","4e+05"
"Ivornen","5e+05"
"Ara","5e+05"
"Juho","5e+05"
"Henrik","5e+05"
"Kewl","5e+05"
"roastpuff","5e+05"
"39alaska39","6e+05"
"Chris","6e+05"
"lunaripcole","6e+05"
"Jumbobone19","6e+05"
"Huck24","6e+05"
"Takk806","6e+05"
"Mongoose87","6e+05"
"kahri","6e+05"
"Whikadoodle","6e+05"
"phoenix","6e+05"
"Australiankek","6e+05"
"MattyIce","6e+05"
"BANACKOCK","6e+05"
"Papajon","6e+05"
"CybershadeEDM","6e+05"
"ThePyroAlpaca","6e+05"
"JaytheGreat","6e+05"
"skyrrhawk","6e+05"
"ryzuko","6e+05"
"MattyJ","6e+05"
"Deecee98","6e+05"
"Thunfish","6e+05"
"LampLighter","6e+05"
"charlieconway","6e+05"
"thatguy131","6e+05"
"Operation Ivy","6e+05"
"Rtpc31","6e+05"
"Shylo_Moxii","6e+05"
"Bamford13","6e+05"
"gaby","6e+05"
"Schocar","6e+05"
"Carpy48","6e+05"
"OVOXO","6e+05"
"No Goal","6e+05"
"tomtommen","6e+05"
"rtguys","6e+05"
"Aleris","6e+05"
"Vaxlare","6e+05"
"anuragb","6e+05"
"Jimbo1990","6e+05"
"TheGreatOne","6e+05"
"Halkohol","6e+05"
"Gaia Mormont","6e+05"
"jacobcarson877","6e+05"
"bobdigi9","6e+05"
"snek","6e+05"
"Lime","6e+05"
"Kami1931","6e+05"
"Scrufdaddy","6e+05"
"Sevrin","6e+05"
"cake307","6e+05"
"Figgy","6e+05"
"DETisHockeytown","6e+05"
"Dirty Puma","6e+05"
"Rookyi","6e+05"
"spidey","6e+05"
"MrPresident","6e+05"
"RainDelay","6e+05"
"Beavie","6e+05"
"CptSquall","6e+05"
"ocho","6e+05"
"Cootdaddy","6e+05"
"MightyMulder","6e+05"
"DarthDaevin","6e+05"
"Renomitsu","6e+05"
"NUCK","6e+05"
"Massive Coiler","6e+05"
"Raven","6e+05"
"Yagoyi","6e+05"
"Muerto","6e+05"
"Noruoficeland","6e+05"
"Jason","6e+05"
"kb.m","6e+05"
"MuNk22","6e+05"
"By-Tor","6e+05"
"NorwegianDemon","6e+05"
"kdr","6e+05"
"hhh81","6e+05"
"LeakyCink","6e+05"
"Magenta","6e+05"
"puolivalmiste","6e+05"
"micool132","6e+05"
"hockeymil","6e+05"
"Bru4thelou","6e+05"
"Keven","6e+05"
"a_canuck","6e+05"
"the5urreal","6e+05"
"Rabidsponge21","6e+05"
"MrRuihu","6e+05"
"scudmuffin19","6e+05"
"Kar3n","6e+05"
"Inf1d3l","6e+05"
"amjohnson636","6e+05"
"Deng","6e+05"
"leafsftw1967","6e+05"
"Chris-McZehrl","6e+05"
"CapnCooper","6e+05"
"Serpe x 13","6e+05"
"OrbitingDeath","6e+05"
"ec06aaj","6e+05"
"JuOSu","6e+05"
"Brenadyr","6e+05"
"Ferwx","6e+05"
"Triscuttt3","6e+05"
"JR95","6e+05"
"Rotti","6e+05"
"jbay7","6e+05"
"Esso2264","6e+05"
"Raf_TML","6e+05"
"jason97","6e+05"
"Popol","6e+05"
"Wrehkz","6e+05"
"Hetaksh03","6e+05"
"Vice","6e+05"
"ShadowFenix","6e+05"
"Gyro_Hero","6e+05"
"mee","6e+05"
"KalixIzalumi","6e+05"
"swoosh","6e+05"
"hockeyfan","6e+05"
"HillsHaveHats","6e+05"
"FingolfinandRingil","6e+05"
"Weaves","6e+05"
"bbjygm","6e+05"
"egregious","6e+05"
"ephenssta","6e+05"
"prattk1987","6e+05"
"Tripl3tsGamer","6e+05"
"Anthique","6e+05"
"Louchyz","6e+05"
"oknom","6e+05"
"TheOPSquid","6e+05"
"YetiTaz","6e+05"
"Marshi","6e+05"
"MrPrime","6e+05"
"patricianlobster","6e+05"
"Vandy","6e+05"
"Rojjter","6e+05"
"TomServo","6e+05"
"fancey13","6e+05"
"Dash","6e+05"
"Soviet Sexpot","6e+05"
"BarnabasCollins","6e+05"
"Dhoop","6e+05"
"Stamkos Is My Dad","6e+05"
"lemonoppy","6e+05"
"Wheels","6e+05"
"ByrdeMan","6e+05"
"schotte74","6e+05"
"Baron1898","6e+05"
"Troy_McClure03","6e+05"
"slothfacekilla","6e+05"
"NordicNailer","6e+05"
"GabeyD","6e+05"
"bluesfan55","6e+05"
"Zerg","6e+05"
"LGRW613","6e+05"
"DylTheThrill","6e+05"
"TipToasty","6e+05"
"Urq660","6e+05"
"efischermann","6e+05"
"Mtstreaks04","6e+05"
"Nike","6e+05"
"leviadan","6e+05"
"LALLAREN_1","6e+05"
"soulja","6e+05"
"Elad315","6e+05"
"JamesT","6e+05"
"JBeckQuest","6e+05"
"Nictox","6e+05"
"TheFlash","6e+05"
"WildfireMicro","6e+05"
"Bingo97","6e+05"
"Chevy","6e+05"
"AJW","6e+05"
"Tate","6e+05"
"Aephino","6e+05"
"steveoiscool","6e+05"
"ValorX77","6e+05"
"icewindoo","6e+05"
"Vrain","6e+05"
"ghamss","6e+05"
"ibuprofenaddict","6e+05"
"NJBadApple","6e+05"
"Salming","6e+05"
"retuperkele","6e+05"
"Puppy","6e+05"
"ivanoff","6e+05"
